"Account","Beginning Of Interval","Followers"
"Javier Milei",2018-04-01,0
"Javier Milei",2018-04-02,0
"Javier Milei",2018-04-03,0
"Javier Milei",2018-04-04,0
"Javier Milei",2018-04-05,0
"Javier Milei",2018-04-06,0
"Javier Milei",2018-04-07,0
"Javier Milei",2018-04-08,0
"Javier Milei",2018-04-09,0
"Javier Milei",2018-04-10,0
"Javier Milei",2018-04-11,0
"Javier Milei",2018-04-12,0
"Javier Milei",2018-04-13,0
"Javier Milei",2018-04-14,0
"Javier Milei",2018-04-15,0
"Javier Milei",2018-04-16,0
"Javier Milei",2018-04-17,0
"Javier Milei",2018-04-18,0
"Javier Milei",2018-04-19,0
"Javier Milei",2018-04-20,0
"Javier Milei",2018-04-21,0
"Javier Milei",2018-04-22,0
"Javier Milei",2018-04-23,0
"Javier Milei",2018-04-24,0
"Javier Milei",2018-04-25,0
"Javier Milei",2018-04-26,0
"Javier Milei",2018-04-27,0
"Javier Milei",2018-04-28,0
"Javier Milei",2018-04-29,0
"Javier Milei",2018-04-30,0
"Javier Milei",2018-05-01,0
"Javier Milei",2018-05-02,0
"Javier Milei",2018-05-03,0
"Javier Milei",2018-05-04,0
"Javier Milei",2018-05-05,0
"Javier Milei",2018-05-06,0
"Javier Milei",2018-05-07,0
"Javier Milei",2018-05-08,0
"Javier Milei",2018-05-09,0
"Javier Milei",2018-05-10,0
"Javier Milei",2018-05-11,0
"Javier Milei",2018-05-12,0
"Javier Milei",2018-05-13,0
"Javier Milei",2018-05-14,0
"Javier Milei",2018-05-15,0
"Javier Milei",2018-05-16,0
"Javier Milei",2018-05-17,0
"Javier Milei",2018-05-18,0
"Javier Milei",2018-05-19,0
"Javier Milei",2018-05-20,0
"Javier Milei",2018-05-21,0
"Javier Milei",2018-05-22,0
"Javier Milei",2018-05-23,0
"Javier Milei",2018-05-24,0
"Javier Milei",2018-05-25,0
"Javier Milei",2018-05-26,0
"Javier Milei",2018-05-27,0
"Javier Milei",2018-05-28,0
"Javier Milei",2018-05-29,0
"Javier Milei",2018-05-30,0
"Javier Milei",2018-05-31,0
"Javier Milei",2018-06-01,0
"Javier Milei",2018-06-02,0
"Javier Milei",2018-06-03,0
"Javier Milei",2018-06-04,0
"Javier Milei",2018-06-05,0
"Javier Milei",2018-06-06,0
"Javier Milei",2018-06-07,0
"Javier Milei",2018-06-08,0
"Javier Milei",2018-06-09,0
"Javier Milei",2018-06-10,0
"Javier Milei",2018-06-11,0
"Javier Milei",2018-06-12,0
"Javier Milei",2018-06-13,0
"Javier Milei",2018-06-14,0
"Javier Milei",2018-06-15,0
"Javier Milei",2018-06-16,0
"Javier Milei",2018-06-17,0
"Javier Milei",2018-06-18,0
"Javier Milei",2018-06-19,0
"Javier Milei",2018-06-20,0
"Javier Milei",2018-06-21,0
"Javier Milei",2018-06-22,0
"Javier Milei",2018-06-23,0
"Javier Milei",2018-06-24,0
"Javier Milei",2018-06-25,0
"Javier Milei",2018-06-26,0
"Javier Milei",2018-06-27,0
"Javier Milei",2018-06-28,0
"Javier Milei",2018-06-29,0
"Javier Milei",2018-06-30,0
"Javier Milei",2018-07-01,0
"Javier Milei",2018-07-02,0
"Javier Milei",2018-07-03,0
"Javier Milei",2018-07-04,0
"Javier Milei",2018-07-05,0
"Javier Milei",2018-07-06,0
"Javier Milei",2018-07-07,0
"Javier Milei",2018-07-08,0
"Javier Milei",2018-07-09,0
"Javier Milei",2018-07-10,0
"Javier Milei",2018-07-11,0
"Javier Milei",2018-07-12,0
"Javier Milei",2018-07-13,0
"Javier Milei",2018-07-14,0
"Javier Milei",2018-07-15,0
"Javier Milei",2018-07-16,0
"Javier Milei",2018-07-17,0
"Javier Milei",2018-07-18,0
"Javier Milei",2018-07-19,0
"Javier Milei",2018-07-20,0
"Javier Milei",2018-07-21,0
"Javier Milei",2018-07-22,0
"Javier Milei",2018-07-23,0
"Javier Milei",2018-07-24,0
"Javier Milei",2018-07-25,0
"Javier Milei",2018-07-26,0
"Javier Milei",2018-07-27,0
"Javier Milei",2018-07-28,0
"Javier Milei",2018-07-29,0
"Javier Milei",2018-07-30,0
"Javier Milei",2018-07-31,0
"Javier Milei",2018-08-01,0
"Javier Milei",2018-08-02,0
"Javier Milei",2018-08-03,0
"Javier Milei",2018-08-04,0
"Javier Milei",2018-08-05,0
"Javier Milei",2018-08-06,0
"Javier Milei",2018-08-07,0
"Javier Milei",2018-08-08,0
"Javier Milei",2018-08-09,0
"Javier Milei",2018-08-10,0
"Javier Milei",2018-08-11,0
"Javier Milei",2018-08-12,0
"Javier Milei",2018-08-13,0
"Javier Milei",2018-08-14,0
"Javier Milei",2018-08-15,0
"Javier Milei",2018-08-16,0
"Javier Milei",2018-08-17,0
"Javier Milei",2018-08-18,0
"Javier Milei",2018-08-19,0
"Javier Milei",2018-08-20,0
"Javier Milei",2018-08-21,0
"Javier Milei",2018-08-22,0
"Javier Milei",2018-08-23,0
"Javier Milei",2018-08-24,0
"Javier Milei",2018-08-25,0
"Javier Milei",2018-08-26,0
"Javier Milei",2018-08-27,0
"Javier Milei",2018-08-28,0
"Javier Milei",2018-08-29,0
"Javier Milei",2018-08-30,0
"Javier Milei",2018-08-31,0
"Javier Milei",2018-09-01,0
"Javier Milei",2018-09-02,0
"Javier Milei",2018-09-03,0
"Javier Milei",2018-09-04,0
"Javier Milei",2018-09-05,0
"Javier Milei",2018-09-06,0
"Javier Milei",2018-09-07,0
"Javier Milei",2018-09-08,0
"Javier Milei",2018-09-09,0
"Javier Milei",2018-09-10,0
"Javier Milei",2018-09-11,0
"Javier Milei",2018-09-12,0
"Javier Milei",2018-09-13,0
"Javier Milei",2018-09-14,0
"Javier Milei",2018-09-15,0
"Javier Milei",2018-09-16,0
"Javier Milei",2018-09-17,0
"Javier Milei",2018-09-18,0
"Javier Milei",2018-09-19,0
"Javier Milei",2018-09-20,0
"Javier Milei",2018-09-21,0
"Javier Milei",2018-09-22,0
"Javier Milei",2018-09-23,0
"Javier Milei",2018-09-24,0
"Javier Milei",2018-09-25,0
"Javier Milei",2018-09-26,0
"Javier Milei",2018-09-27,0
"Javier Milei",2018-09-28,0
"Javier Milei",2018-09-29,0
"Javier Milei",2018-09-30,0
"Javier Milei",2018-10-01,0
"Javier Milei",2018-10-02,0
"Javier Milei",2018-10-03,0
"Javier Milei",2018-10-04,0
"Javier Milei",2018-10-05,0
"Javier Milei",2018-10-06,0
"Javier Milei",2018-10-07,0
"Javier Milei",2018-10-08,0
"Javier Milei",2018-10-09,0
"Javier Milei",2018-10-10,0
"Javier Milei",2018-10-11,0
"Javier Milei",2018-10-12,0
"Javier Milei",2018-10-13,0
"Javier Milei",2018-10-14,0
"Javier Milei",2018-10-15,0
"Javier Milei",2018-10-16,0
"Javier Milei",2018-10-17,0
"Javier Milei",2018-10-18,0
"Javier Milei",2018-10-19,0
"Javier Milei",2018-10-20,0
"Javier Milei",2018-10-21,0
"Javier Milei",2018-10-22,0
"Javier Milei",2018-10-23,0
"Javier Milei",2018-10-24,0
"Javier Milei",2018-10-25,0
"Javier Milei",2018-10-26,0
"Javier Milei",2018-10-27,0
"Javier Milei",2018-10-28,0
"Javier Milei",2018-10-29,0
"Javier Milei",2018-10-30,0
"Javier Milei",2018-10-31,0
"Javier Milei",2018-11-01,0
"Javier Milei",2018-11-02,0
"Javier Milei",2018-11-03,0
"Javier Milei",2018-11-04,0
"Javier Milei",2018-11-05,0
"Javier Milei",2018-11-06,0
"Javier Milei",2018-11-07,0
"Javier Milei",2018-11-08,0
"Javier Milei",2018-11-09,0
"Javier Milei",2018-11-10,0
"Javier Milei",2018-11-11,0
"Javier Milei",2018-11-12,0
"Javier Milei",2018-11-13,0
"Javier Milei",2018-11-14,0
"Javier Milei",2018-11-15,0
"Javier Milei",2018-11-16,0
"Javier Milei",2018-11-17,0
"Javier Milei",2018-11-18,0
"Javier Milei",2018-11-19,0
"Javier Milei",2018-11-20,0
"Javier Milei",2018-11-21,0
"Javier Milei",2018-11-22,0
"Javier Milei",2018-11-23,0
"Javier Milei",2018-11-24,0
"Javier Milei",2018-11-25,0
"Javier Milei",2018-11-26,0
"Javier Milei",2018-11-27,0
"Javier Milei",2018-11-28,0
"Javier Milei",2018-11-29,0
"Javier Milei",2018-11-30,0
"Javier Milei",2018-12-01,0
"Javier Milei",2018-12-02,0
"Javier Milei",2018-12-03,0
"Javier Milei",2018-12-04,0
"Javier Milei",2018-12-05,0
"Javier Milei",2018-12-06,0
"Javier Milei",2018-12-07,0
"Javier Milei",2018-12-08,0
"Javier Milei",2018-12-09,0
"Javier Milei",2018-12-10,0
"Javier Milei",2018-12-11,0
"Javier Milei",2018-12-12,0
"Javier Milei",2018-12-13,0
"Javier Milei",2018-12-14,0
"Javier Milei",2018-12-15,0
"Javier Milei",2018-12-16,0
"Javier Milei",2018-12-17,0
"Javier Milei",2018-12-18,0
"Javier Milei",2018-12-19,0
"Javier Milei",2018-12-20,0
"Javier Milei",2018-12-21,0
"Javier Milei",2018-12-22,0
"Javier Milei",2018-12-23,0
"Javier Milei",2018-12-24,0
"Javier Milei",2018-12-25,0
"Javier Milei",2018-12-26,0
"Javier Milei",2018-12-27,0
"Javier Milei",2018-12-28,0
"Javier Milei",2018-12-29,0
"Javier Milei",2018-12-30,0
"Javier Milei",2018-12-31,0
"Javier Milei",2019-01-01,0
"Javier Milei",2019-01-02,0
"Javier Milei",2019-01-03,0
"Javier Milei",2019-01-04,0
"Javier Milei",2019-01-05,0
"Javier Milei",2019-01-06,0
"Javier Milei",2019-01-07,0
"Javier Milei",2019-01-08,0
"Javier Milei",2019-01-09,0
"Javier Milei",2019-01-10,0
"Javier Milei",2019-01-11,0
"Javier Milei",2019-01-12,0
"Javier Milei",2019-01-13,0
"Javier Milei",2019-01-14,0
"Javier Milei",2019-01-15,0
"Javier Milei",2019-01-16,0
"Javier Milei",2019-01-17,0
"Javier Milei",2019-01-18,0
"Javier Milei",2019-01-19,0
"Javier Milei",2019-01-20,0
"Javier Milei",2019-01-21,0
"Javier Milei",2019-01-22,0
"Javier Milei",2019-01-23,0
"Javier Milei",2019-01-24,0
"Javier Milei",2019-01-25,0
"Javier Milei",2019-01-26,0
"Javier Milei",2019-01-27,0
"Javier Milei",2019-01-28,0
"Javier Milei",2019-01-29,0
"Javier Milei",2019-01-30,0
"Javier Milei",2019-01-31,0
"Javier Milei",2019-02-01,0
"Javier Milei",2019-02-02,0
"Javier Milei",2019-02-03,0
"Javier Milei",2019-02-04,0
"Javier Milei",2019-02-05,0
"Javier Milei",2019-02-06,0
"Javier Milei",2019-02-07,0
"Javier Milei",2019-02-08,0
"Javier Milei",2019-02-09,0
"Javier Milei",2019-02-10,0
"Javier Milei",2019-02-11,0
"Javier Milei",2019-02-12,0
"Javier Milei",2019-02-13,0
"Javier Milei",2019-02-14,0
"Javier Milei",2019-02-15,0
"Javier Milei",2019-02-16,0
"Javier Milei",2019-02-17,0
"Javier Milei",2019-02-18,0
"Javier Milei",2019-02-19,0
"Javier Milei",2019-02-20,0
"Javier Milei",2019-02-21,0
"Javier Milei",2019-02-22,0
"Javier Milei",2019-02-23,0
"Javier Milei",2019-02-24,0
"Javier Milei",2019-02-25,0
"Javier Milei",2019-02-26,0
"Javier Milei",2019-02-27,0
"Javier Milei",2019-02-28,0
"Javier Milei",2019-03-01,0
"Javier Milei",2019-03-02,0
"Javier Milei",2019-03-03,0
"Javier Milei",2019-03-04,0
"Javier Milei",2019-03-05,0
"Javier Milei",2019-03-06,0
"Javier Milei",2019-03-07,0
"Javier Milei",2019-03-08,0
"Javier Milei",2019-03-09,0
"Javier Milei",2019-03-10,0
"Javier Milei",2019-03-11,0
"Javier Milei",2019-03-12,0
"Javier Milei",2019-03-13,0
"Javier Milei",2019-03-14,0
"Javier Milei",2019-03-15,0
"Javier Milei",2019-03-16,0
"Javier Milei",2019-03-17,0
"Javier Milei",2019-03-18,0
"Javier Milei",2019-03-19,0
"Javier Milei",2019-03-20,0
"Javier Milei",2019-03-21,0
"Javier Milei",2019-03-22,0
"Javier Milei",2019-03-23,0
"Javier Milei",2019-03-24,0
"Javier Milei",2019-03-25,0
"Javier Milei",2019-03-26,0
"Javier Milei",2019-03-27,0
"Javier Milei",2019-03-28,0
"Javier Milei",2019-03-29,0
"Javier Milei",2019-03-30,0
"Javier Milei",2019-03-31,0
"Javier Milei",2019-04-01,0
"Javier Milei",2019-04-02,0
"Javier Milei",2019-04-03,0
"Javier Milei",2019-04-04,0
"Javier Milei",2019-04-05,0
"Javier Milei",2019-04-06,0
"Javier Milei",2019-04-07,0
"Javier Milei",2019-04-08,0
"Javier Milei",2019-04-09,0
"Javier Milei",2019-04-10,0
"Javier Milei",2019-04-11,0
"Javier Milei",2019-04-12,0
"Javier Milei",2019-04-13,0
"Javier Milei",2019-04-14,0
"Javier Milei",2019-04-15,0
"Javier Milei",2019-04-16,0
"Javier Milei",2019-04-17,0
"Javier Milei",2019-04-18,0
"Javier Milei",2019-04-19,0
"Javier Milei",2019-04-20,0
"Javier Milei",2019-04-21,0
"Javier Milei",2019-04-22,0
"Javier Milei",2019-04-23,0
"Javier Milei",2019-04-24,0
"Javier Milei",2019-04-25,0
"Javier Milei",2019-04-26,0
"Javier Milei",2019-04-27,0
"Javier Milei",2019-04-28,0
"Javier Milei",2019-04-29,0
"Javier Milei",2019-04-30,0
"Javier Milei",2019-05-01,0
"Javier Milei",2019-05-02,0
"Javier Milei",2019-05-03,0
"Javier Milei",2019-05-04,0
"Javier Milei",2019-05-05,0
"Javier Milei",2019-05-06,0
"Javier Milei",2019-05-07,0
"Javier Milei",2019-05-08,0
"Javier Milei",2019-05-09,0
"Javier Milei",2019-05-10,0
"Javier Milei",2019-05-11,0
"Javier Milei",2019-05-12,0
"Javier Milei",2019-05-13,0
"Javier Milei",2019-05-14,0
"Javier Milei",2019-05-15,0
"Javier Milei",2019-05-16,0
"Javier Milei",2019-05-17,0
"Javier Milei",2019-05-18,0
"Javier Milei",2019-05-19,0
"Javier Milei",2019-05-20,0
"Javier Milei",2019-05-21,0
"Javier Milei",2019-05-22,0
"Javier Milei",2019-05-23,0
"Javier Milei",2019-05-24,0
"Javier Milei",2019-05-25,0
"Javier Milei",2019-05-26,0
"Javier Milei",2019-05-27,0
"Javier Milei",2019-05-28,0
"Javier Milei",2019-05-29,0
"Javier Milei",2019-05-30,0
"Javier Milei",2019-05-31,0
"Javier Milei",2019-06-01,0
"Javier Milei",2019-06-02,0
"Javier Milei",2019-06-03,0
"Javier Milei",2019-06-04,0
"Javier Milei",2019-06-05,0
"Javier Milei",2019-06-06,0
"Javier Milei",2019-06-07,0
"Javier Milei",2019-06-08,0
"Javier Milei",2019-06-09,0
"Javier Milei",2019-06-10,0
"Javier Milei",2019-06-11,0
"Javier Milei",2019-06-12,0
"Javier Milei",2019-06-13,0
"Javier Milei",2019-06-14,0
"Javier Milei",2019-06-15,0
"Javier Milei",2019-06-16,0
"Javier Milei",2019-06-17,0
"Javier Milei",2019-06-18,0
"Javier Milei",2019-06-19,0
"Javier Milei",2019-06-20,0
"Javier Milei",2019-06-21,0
"Javier Milei",2019-06-22,0
"Javier Milei",2019-06-23,0
"Javier Milei",2019-06-24,0
"Javier Milei",2019-06-25,0
"Javier Milei",2019-06-26,0
"Javier Milei",2019-06-27,0
"Javier Milei",2019-06-28,0
"Javier Milei",2019-06-29,0
"Javier Milei",2019-06-30,0
"Javier Milei",2019-07-01,0
"Javier Milei",2019-07-02,0
"Javier Milei",2019-07-03,0
"Javier Milei",2019-07-04,0
"Javier Milei",2019-07-05,0
"Javier Milei",2019-07-06,0
"Javier Milei",2019-07-07,0
"Javier Milei",2019-07-08,0
"Javier Milei",2019-07-09,0
"Javier Milei",2019-07-10,0
"Javier Milei",2019-07-11,0
"Javier Milei",2019-07-12,0
"Javier Milei",2019-07-13,0
"Javier Milei",2019-07-14,0
"Javier Milei",2019-07-15,0
"Javier Milei",2019-07-16,0
"Javier Milei",2019-07-17,0
"Javier Milei",2019-07-18,0
"Javier Milei",2019-07-19,0
"Javier Milei",2019-07-20,0
"Javier Milei",2019-07-21,0
"Javier Milei",2019-07-22,0
"Javier Milei",2019-07-23,0
"Javier Milei",2019-07-24,0
"Javier Milei",2019-07-25,0
"Javier Milei",2019-07-26,0
"Javier Milei",2019-07-27,0
"Javier Milei",2019-07-28,0
"Javier Milei",2019-07-29,0
"Javier Milei",2019-07-30,0
"Javier Milei",2019-07-31,0
"Javier Milei",2019-08-01,0
"Javier Milei",2019-08-02,0
"Javier Milei",2019-08-03,0
"Javier Milei",2019-08-04,0
"Javier Milei",2019-08-05,0
"Javier Milei",2019-08-06,0
"Javier Milei",2019-08-07,0
"Javier Milei",2019-08-08,0
"Javier Milei",2019-08-09,0
"Javier Milei",2019-08-10,0
"Javier Milei",2019-08-11,0
"Javier Milei",2019-08-12,0
"Javier Milei",2019-08-13,0
"Javier Milei",2019-08-14,0
"Javier Milei",2019-08-15,0
"Javier Milei",2019-08-16,0
"Javier Milei",2019-08-17,0
"Javier Milei",2019-08-18,0
"Javier Milei",2019-08-19,0
"Javier Milei",2019-08-20,0
"Javier Milei",2019-08-21,0
"Javier Milei",2019-08-22,0
"Javier Milei",2019-08-23,0
"Javier Milei",2019-08-24,0
"Javier Milei",2019-08-25,0
"Javier Milei",2019-08-26,0
"Javier Milei",2019-08-27,0
"Javier Milei",2019-08-28,0
"Javier Milei",2019-08-29,0
"Javier Milei",2019-08-30,0
"Javier Milei",2019-08-31,0
"Javier Milei",2019-09-01,0
"Javier Milei",2019-09-02,0
"Javier Milei",2019-09-03,0
"Javier Milei",2019-09-04,0
"Javier Milei",2019-09-05,0
"Javier Milei",2019-09-06,0
"Javier Milei",2019-09-07,0
"Javier Milei",2019-09-08,0
"Javier Milei",2019-09-09,0
"Javier Milei",2019-09-10,0
"Javier Milei",2019-09-11,0
"Javier Milei",2019-09-12,179797
"Javier Milei",2019-09-13,179981
"Javier Milei",2019-09-14,180266
"Javier Milei",2019-09-15,180530
"Javier Milei",2019-09-16,180859
"Javier Milei",2019-09-17,181246
"Javier Milei",2019-09-18,181596
"Javier Milei",2019-09-19,182029
"Javier Milei",2019-09-20,182404
"Javier Milei",2019-09-21,182915
"Javier Milei",2019-09-22,183302
"Javier Milei",2019-09-23,183635
"Javier Milei",2019-09-24,183951
"Javier Milei",2019-09-25,184429
"Javier Milei",2019-09-26,185131
"Javier Milei",2019-09-27,185603
"Javier Milei",2019-09-28,186182
"Javier Milei",2019-09-29,186559
"Javier Milei",2019-09-30,187114
"Javier Milei",2019-10-01,187517
"Javier Milei",2019-10-02,188206
"Javier Milei",2019-10-03,188594
"Javier Milei",2019-10-04,188963
"Javier Milei",2019-10-05,189205
"Javier Milei",2019-10-06,189218
"Javier Milei",2019-10-07,189549
"Javier Milei",2019-10-08,189868
"Javier Milei",2019-10-09,190203
"Javier Milei",2019-10-10,190476
"Javier Milei",2019-10-11,190659
"Javier Milei",2019-10-12,190739
"Javier Milei",2019-10-13,190768
"Javier Milei",2019-10-14,192290
"Javier Milei",2019-10-15,192909
"Javier Milei",2019-10-16,193006
"Javier Milei",2019-10-17,193182
"Javier Milei",2019-10-18,193313
"Javier Milei",2019-10-19,193325
"Javier Milei",2019-10-20,193425
"Javier Milei",2019-10-21,193877
"Javier Milei",2019-10-22,194591
"Javier Milei",2019-10-23,194931
"Javier Milei",2019-10-24,195028
"Javier Milei",2019-10-25,195230
"Javier Milei",2019-10-26,195639
"Javier Milei",2019-10-27,198637
"Javier Milei",2019-10-28,202332
"Javier Milei",2019-10-29,203161
"Javier Milei",2019-10-30,203726
"Javier Milei",2019-10-31,204312
"Javier Milei",2019-11-01,204783
"Javier Milei",2019-11-02,205208
"Javier Milei",2019-11-03,205731
"Javier Milei",2019-11-04,206016
"Javier Milei",2019-11-05,206430
"Javier Milei",2019-11-06,206860
"Javier Milei",2019-11-07,207222
"Javier Milei",2019-11-08,207423
"Javier Milei",2019-11-09,207573
"Javier Milei",2019-11-10,207724
"Javier Milei",2019-11-11,207785
"Javier Milei",2019-11-12,207973
"Javier Milei",2019-11-13,208149
"Javier Milei",2019-11-14,208349
"Javier Milei",2019-11-15,208558
"Javier Milei",2019-11-16,208659
"Javier Milei",2019-11-17,208775
"Javier Milei",2019-11-18,208959
"Javier Milei",2019-11-19,209133
"Javier Milei",2019-11-20,209250
"Javier Milei",2019-11-21,209404
"Javier Milei",2019-11-22,209501
"Javier Milei",2019-11-23,209657
"Javier Milei",2019-11-24,209903
"Javier Milei",2019-11-25,209940
"Javier Milei",2019-11-26,209977
"Javier Milei",2019-11-27,209989
"Javier Milei",2019-11-28,210048
"Javier Milei",2019-11-29,210082
"Javier Milei",2019-11-30,210606
"Javier Milei",2019-12-01,210692
"Javier Milei",2019-12-02,210834
"Javier Milei",2019-12-03,210740
"Javier Milei",2019-12-04,210547
"Javier Milei",2019-12-05,210624
"Javier Milei",2019-12-06,210636
"Javier Milei",2019-12-07,210675
"Javier Milei",2019-12-08,210703
"Javier Milei",2019-12-09,210861
"Javier Milei",2019-12-10,210967
"Javier Milei",2019-12-11,211147
"Javier Milei",2019-12-12,211269
"Javier Milei",2019-12-13,211375
"Javier Milei",2019-12-14,211571
"Javier Milei",2019-12-15,211695
"Javier Milei",2019-12-16,212096
"Javier Milei",2019-12-17,212420
"Javier Milei",2019-12-18,212842
"Javier Milei",2019-12-19,213179
"Javier Milei",2019-12-20,213574
"Javier Milei",2019-12-21,213779
"Javier Milei",2019-12-22,214226
"Javier Milei",2019-12-23,214663
"Javier Milei",2019-12-24,214904
"Javier Milei",2019-12-25,215013
"Javier Milei",2019-12-26,215164
"Javier Milei",2019-12-27,215420
"Javier Milei",2019-12-28,215521
"Javier Milei",2019-12-29,215779
"Javier Milei",2019-12-30,215883
"Javier Milei",2019-12-31,216035
"Javier Milei",2020-01-01,216101
"Javier Milei",2020-01-02,216191
"Javier Milei",2020-01-03,216273
"Javier Milei",2020-01-04,216353
"Javier Milei",2020-01-05,216474
"Javier Milei",2020-01-06,216522
"Javier Milei",2020-01-07,216823
"Javier Milei",2020-01-08,216890
"Javier Milei",2020-01-09,216955
"Javier Milei",2020-01-10,217008
"Javier Milei",2020-01-11,217052
"Javier Milei",2020-01-12,217098
"Javier Milei",2020-01-13,217275
"Javier Milei",2020-01-14,217437
"Javier Milei",2020-01-15,217626
"Javier Milei",2020-01-16,217770
"Javier Milei",2020-01-17,217894
"Javier Milei",2020-01-18,218089
"Javier Milei",2020-01-19,218240
"Javier Milei",2020-01-20,218594
"Javier Milei",2020-01-21,218984
"Javier Milei",2020-01-22,219472
"Javier Milei",2020-01-23,220116
"Javier Milei",2020-01-24,220446
"Javier Milei",2020-01-25,220673
"Javier Milei",2020-01-26,220770
"Javier Milei",2020-01-27,220972
"Javier Milei",2020-01-28,221250
"Javier Milei",2020-01-29,221471
"Javier Milei",2020-01-30,221626
"Javier Milei",2020-01-31,221845
"Javier Milei",2020-02-01,221976
"Javier Milei",2020-02-02,222079
"Javier Milei",2020-02-03,222190
"Javier Milei",2020-02-04,222279
"Javier Milei",2020-02-05,222507
"Javier Milei",2020-02-06,222729
"Javier Milei",2020-02-07,223279
"Javier Milei",2020-02-08,223728
"Javier Milei",2020-02-09,223955
"Javier Milei",2020-02-10,224104
"Javier Milei",2020-02-11,224988
"Javier Milei",2020-02-12,225427
"Javier Milei",2020-02-13,225701
"Javier Milei",2020-02-14,225850
"Javier Milei",2020-02-15,226394
"Javier Milei",2020-02-16,226651
"Javier Milei",2020-02-17,226748
"Javier Milei",2020-02-18,226819
"Javier Milei",2020-02-19,226905
"Javier Milei",2020-02-20,227152
"Javier Milei",2020-02-21,227333
"Javier Milei",2020-02-22,227421
"Javier Milei",2020-02-23,227465
"Javier Milei",2020-02-24,228048
"Javier Milei",2020-02-25,228807
"Javier Milei",2020-02-26,229566
"Javier Milei",2020-02-27,230049
"Javier Milei",2020-02-28,230592
"Javier Milei",2020-02-29,231099
